edad,sueldo,experiencia,a�os_empleo,etiqueta,pais
48,65592,10,1,A,Estados Unidos
43,48345,6,9,B,Urugay
52,83747,12,2,C,Estados Unidos
20,98432,6,4,C,Mexico
64,77865,8,3,C,Argentina
58,54597,13,5,A,Argentina
29,45985,14,7,A,Peru
54,28984,13,5,C,Urugay
54,66511,14,3,B,Argentina
22,29317,14,7,B,Estados Unidos
42,95991,13,5,B,Canada
35,46437,2,4,B,Canada
47,31159,11,7,A,Argentina
52,86951,8,2,B,Peru
47,57724,2,5,C,Argentina
30,25814,14,5,C,Peru
34,92016,3,3,C,Canada
33,80020,4,8,B,Peru
62,44415,5,7,B,Mexico
43,75553,13,2,C,Argentina
38,76646,10,7,B,Mexico
42,33385,11,7,C,Urugay
52,36125,1,8,C,Urugay
35,65172,1,5,C,Estados Unidos
39,95795,5,4,B,Urugay
50,56721,1,9,A,Canada
64,44462,9,4,A,Mexico
44,94911,5,7,B,Argentina
23,36947,9,7,B,Argentina
49,94440,13,3,C,Estados Unidos
60,69450,12,3,B,Mexico
49,48991,12,6,B,Peru
55,64949,11,5,C,Mexico
49,63520,9,3,C,Peru
31,52371,10,4,A,Canada
20,73498,5,9,A,Argentina
28,92256,4,7,A,Argentina
41,96342,7,2,A,Peru
47,62143,6,9,C,Mexico
49,84237,3,8,A,Urugay
63,93979,2,2,C,Estados Unidos
62,81888,10,8,C,Mexico
33,36684,6,6,A,Urugay
64,90754,7,5,C,Canada
22,49193,6,4,B,Mexico
52,31916,6,8,A,Mexico
36,84530,9,3,A,Mexico
63,91120,3,7,B,Peru
20,80477,8,4,B,Urugay
50,96412,13,2,C,Peru
54,40039,11,9,C,Estados Unidos
61,33748,13,2,B,Urugay
32,52309,5,6,A,Mexico
41,26681,10,9,A,Argentina
54,92079,2,8,C,Urugay
25,80994,4,2,A,Estados Unidos
30,74923,13,3,C,Peru
41,96807,2,3,B,Estados Unidos
62,47872,11,5,B,Peru
38,63516,2,7,B,Estados Unidos
30,33803,13,4,C,Mexico
33,82464,10,3,A,Mexico
24,67450,11,8,C,Mexico
56,29744,5,4,B,Canada
28,60911,12,4,C,Estados Unidos
61,87968,1,9,B,Argentina
25,75142,13,3,B,Mexico
33,85237,8,9,B,Estados Unidos
53,60565,4,4,A,Peru
48,92827,2,9,C,Peru
54,26710,7,7,B,Estados Unidos
64,32803,14,4,C,Peru
24,45252,2,4,C,Argentina
30,35258,12,8,B,Urugay
34,97004,7,2,B,Canada
59,66004,14,7,A,Mexico
54,74041,2,7,C,Canada
27,62221,3,6,B,Mexico
38,68266,7,1,A,Peru
31,81361,3,3,C,Mexico
43,68299,3,6,A,Mexico
25,28464,4,7,A,Mexico
29,97017,1,5,C,Argentina
33,88645,5,6,B,Urugay
21,40965,12,4,B,Argentina
35,53811,12,8,A,Mexico
64,69259,5,5,C,Argentina
22,81544,7,6,A,Canada
23,81919,4,6,B,Urugay
47,45522,14,1,A,Estados Unidos
36,58023,13,2,C,Estados Unidos
40,52280,8,4,A,Peru
45,95928,3,5,B,Argentina
59,25571,4,6,C,Urugay
41,43796,10,7,A,Argentina
31,35193,3,8,A,Argentina
61,82731,13,5,B,Argentina
23,77850,6,8,A,Canada
36,70070,14,3,C,Urugay
59,25128,6,9,A,Mexico
20,71391,9,2,A,Peru
50,60681,2,3,C,Argentina
42,71567,3,1,A,Peru
49,39389,10,1,C,Peru
43,67137,1,6,A,Mexico
62,54794,2,2,B,Canada
63,29920,9,8,B,Estados Unidos
60,79283,4,1,B,Canada
64,67129,6,9,A,Urugay
41,72991,11,4,B,Urugay
29,43964,12,1,A,Estados Unidos
49,87090,4,1,B,Peru
54,63001,9,6,B,Mexico
60,63627,9,2,C,Canada
43,95456,7,9,B,Argentina
35,50967,3,9,B,Argentina
38,30666,2,5,C,Mexico
41,37196,6,5,A,Canada
51,55211,13,3,C,Argentina
57,50982,1,3,C,Argentina
39,50147,12,2,A,Canada
37,68692,11,6,C,Canada
22,54336,11,1,B,Urugay
41,67019,8,6,B,Mexico
52,32450,10,4,A,Urugay
42,76954,1,9,C,Urugay
48,85037,2,5,C,Urugay
41,35281,11,4,C,Estados Unidos
36,58023,11,3,A,Canada
64,83199,5,8,A,Mexico
23,33796,12,5,A,Argentina
34,68819,7,2,C,Canada
34,45610,3,1,B,Canada
50,28773,7,1,B,Mexico
28,25583,11,9,A,Canada
27,86268,14,4,B,Urugay
40,74315,3,4,C,Canada
33,51812,11,4,C,Urugay
22,34932,12,5,A,Estados Unidos
41,43280,14,7,C,Argentina
59,31162,8,9,A,Mexico
29,44178,11,4,A,Urugay
28,70005,14,2,A,Mexico
38,90490,3,1,B,Canada
20,72788,3,2,A,Estados Unidos
56,75888,9,8,B,Peru
63,90963,14,5,C,Peru
52,65891,9,6,B,Argentina
62,59485,11,7,C,Peru
60,85969,14,3,C,Mexico
25,45411,8,2,B,Canada
26,77159,1,2,A,Peru
29,69011,10,7,C,Canada
44,40431,14,8,B,Urugay
46,50533,8,4,B,Peru
61,99254,8,5,C,Peru
23,30940,4,4,C,Canada
58,67093,11,4,B,Argentina
59,52379,1,3,A,Estados Unidos
33,93977,1,7,C,Argentina
20,37487,11,1,C,Peru
44,64538,4,7,B,Argentina
26,73487,12,4,A,Estados Unidos
49,39514,10,3,A,Peru
37,88998,4,2,A,Argentina
23,25774,6,6,B,Urugay
57,74387,9,6,B,Canada
21,82077,12,2,A,Estados Unidos
52,85933,14,6,B,Peru
59,43630,1,7,B,Argentina
22,75573,7,5,B,Urugay
27,95865,3,1,C,Estados Unidos
26,89924,5,9,B,Estados Unidos
36,67617,1,9,A,Urugay
33,33608,1,7,A,Argentina
61,52532,1,3,A,Mexico
52,43939,5,1,B,Argentina
58,82388,8,6,C,Argentina
38,83975,2,7,C,Urugay
20,33521,1,6,B,Argentina
51,64954,14,1,C,Argentina
21,47480,1,5,B,Urugay
42,52214,1,1,A,Estados Unidos
36,25899,9,1,A,Argentina
38,87457,8,2,B,Mexico
59,93697,2,2,A,Argentina
27,73184,5,1,B,Argentina
64,41245,14,8,B,Peru
57,26482,10,6,B,Peru
45,81365,4,1,A,Urugay
57,62571,7,6,C,Argentina
56,91371,4,7,C,Argentina
20,62033,6,6,C,Canada
46,69671,14,1,A,Argentina
62,60849,7,4,A,Mexico
27,68105,2,7,B,Urugay
54,31188,5,2,A,Mexico
29,45932,12,4,C,Urugay
37,61432,9,3,A,Urugay
50,43213,1,1,C,Canada
25,78569,5,8,B,Argentina
58,73649,13,8,A,Canada
40,94184,2,7,A,Estados Unidos
36,31238,6,9,C,Urugay
24,61595,11,9,C,Peru
57,27308,14,4,B,Canada
49,74947,2,5,C,Mexico
43,34888,3,2,B,Canada
50,87619,12,1,C,Urugay
38,65254,14,3,B,Urugay
54,63803,5,5,A,Argentina
30,84643,2,1,C,Canada
24,50965,5,4,A,Canada
63,71782,8,8,C,Canada
49,54077,7,5,A,Mexico
22,56846,14,4,A,Mexico
43,84170,4,9,A,Argentina
32,68132,9,3,B,Estados Unidos
44,70790,9,3,A,Peru
49,51617,8,3,A,Estados Unidos
30,81307,13,9,C,Mexico
62,85669,12,3,B,Urugay
43,49308,2,2,A,Argentina
27,78628,4,9,A,Estados Unidos
37,91303,2,9,A,Argentina
24,77534,4,5,A,Argentina
60,37192,6,7,A,Mexico
46,93012,12,1,A,Peru
63,46804,14,9,A,Argentina
41,42099,4,2,A,Mexico
60,80328,8,9,B,Peru
35,45511,10,4,C,Argentina
43,77359,5,2,C,Peru
56,91143,11,9,C,Urugay
54,61722,13,7,A,Mexico
33,53756,11,9,A,Urugay
54,68578,7,5,B,Urugay
62,66516,5,6,C,Argentina
49,32943,5,4,C,Urugay
20,57094,10,4,A,Argentina
62,34743,8,3,A,Estados Unidos
31,90814,9,2,B,Canada
26,27085,6,7,A,Canada
30,31342,6,1,A,Estados Unidos
24,31276,14,8,A,Peru
28,29100,14,3,A,Urugay
59,47909,7,9,B,Canada
41,52153,2,5,C,Canada
61,55836,12,2,A,Peru
34,35563,6,1,B,Canada
28,77158,10,2,A,Estados Unidos
60,96331,3,2,A,Mexico
30,34882,5,2,C,Argentina
36,52134,14,2,C,Estados Unidos
61,99361,11,7,B,Canada
61,76327,8,9,B,Urugay
32,67270,12,4,A,Peru
44,74222,5,7,A,Estados Unidos
37,99014,8,8,A,Canada
56,97846,13,8,C,Peru
29,55365,5,1,C,Estados Unidos
24,55872,13,6,C,Argentina
42,89735,1,5,B,Argentina
60,30837,13,2,B,Canada
53,61445,12,3,C,Peru
62,54807,8,2,C,Peru
38,95138,11,7,C,Mexico
26,79636,4,9,B,Canada
41,73861,4,4,A,Urugay
26,51856,13,5,A,Peru
32,26468,13,1,A,Urugay
55,92213,6,4,C,Canada
38,30456,13,8,A,Urugay
42,56322,1,6,A,Mexico
48,64409,12,2,A,Estados Unidos
60,61315,12,2,A,Peru
55,36119,3,8,C,Argentina
54,53642,14,9,C,Estados Unidos
23,75475,9,8,C,Canada
36,70548,14,8,A,Argentina
45,31121,3,3,C,Canada
42,60149,9,2,C,Canada
38,88029,6,4,B,Peru
29,82461,12,1,B,Estados Unidos
25,81070,7,9,C,Peru
28,63754,9,4,A,Mexico
31,89187,14,3,B,Peru
43,93932,4,5,B,Canada
27,49102,14,4,C,Urugay
60,97809,14,3,A,Estados Unidos
37,35515,2,8,A,Mexico
20,60457,1,1,B,Argentina
27,58916,6,6,A,Peru
30,29889,8,8,C,Urugay
56,31085,9,3,C,Argentina
50,53828,3,1,A,Urugay
59,79442,8,8,C,Mexico
51,36529,4,1,B,Argentina
47,45499,12,8,A,Urugay
61,62016,6,8,A,Mexico
34,90880,7,8,B,Canada
52,63443,13,2,A,Canada
30,26044,7,4,C,Canada
53,70582,8,9,B,Estados Unidos
29,57963,7,6,A,Urugay
59,52733,1,4,C,Canada
49,96115,4,9,A,Estados Unidos
32,33246,2,2,A,Peru
56,41115,4,3,A,Canada
56,70763,8,9,C,Argentina
64,79702,12,9,B,Peru
44,33921,5,1,C,Canada
58,50885,12,8,C,Canada
32,77746,12,3,A,Canada
50,38849,2,5,C,Estados Unidos
27,77162,7,7,C,Urugay
33,69128,1,8,A,Mexico
62,76356,10,9,A,Peru
39,70801,12,7,B,Argentina
22,56545,8,4,B,Urugay
63,41730,6,4,A,Estados Unidos
45,40932,10,7,B,Argentina
40,79001,8,1,A,Estados Unidos
38,68689,11,7,C,Mexico
54,53431,7,8,B,Peru
27,92121,6,4,A,Peru
58,90972,14,7,A,Peru
27,66302,13,7,B,Canada
60,90599,10,3,A,Peru
22,96425,12,2,C,Mexico
34,96716,5,2,A,Argentina
52,36969,5,1,A,Peru
63,58234,7,2,C,Argentina
39,63687,6,6,C,Peru
53,65081,10,5,C,Peru
33,89510,7,5,B,Argentina
38,73021,8,3,A,Mexico
52,57051,2,7,B,Mexico
48,80858,3,7,A,Argentina
20,75676,6,1,C,Mexico
33,52763,14,5,A,Argentina
40,33479,12,8,B,Urugay
48,62140,7,6,C,Estados Unidos
62,89792,8,3,B,Peru
46,50640,1,2,B,Mexico
27,84272,13,3,B,Peru
47,37982,3,8,B,Estados Unidos
41,64232,1,4,A,Estados Unidos
34,43960,8,7,C,Mexico
58,96219,13,9,C,Mexico
40,92274,11,7,B,Estados Unidos
38,99147,1,9,A,Urugay
64,26738,14,2,B,Argentina
60,63451,13,1,A,Mexico
62,73779,5,9,B,Canada
41,29292,8,4,A,Canada
46,79042,8,8,C,Peru
20,39671,7,2,C,Urugay
64,65977,1,3,A,Canada
47,82288,6,4,B,Estados Unidos
35,85151,6,2,C,Canada
23,31150,4,8,C,Canada
26,61008,5,3,B,Argentina
47,58668,1,5,B,Canada
30,90951,2,3,C,Argentina
64,36708,5,4,C,Canada
20,74973,1,1,B,Argentina
53,53151,10,4,B,Urugay
47,91261,7,1,B,Estados Unidos
31,51604,13,2,B,Estados Unidos
44,53428,13,4,C,Urugay
30,81656,8,9,C,Argentina
48,42147,13,4,C,Urugay
20,40233,14,7,B,Urugay
35,81333,3,9,B,Estados Unidos
34,42654,14,4,A,Canada
61,43380,2,1,A,Canada
58,86865,11,8,B,Urugay
48,83252,4,5,B,Argentina
26,86758,10,7,B,Urugay
61,37427,7,2,C,Urugay
22,82393,4,7,C,Mexico
54,38109,10,4,C,Argentina
58,53695,8,7,A,Argentina
43,52431,14,4,C,Estados Unidos
37,31838,7,2,B,Urugay
56,58852,9,9,B,Urugay
33,42104,3,3,A,Argentina
23,72576,2,6,A,Canada
50,78418,2,2,A,Canada
32,46382,4,9,B,Estados Unidos
48,38946,7,6,B,Mexico
32,66778,11,9,A,Estados Unidos
39,82090,12,5,C,Peru
63,67782,8,2,B,Urugay
53,39029,13,9,B,Mexico
32,92042,14,4,B,Canada
34,27081,3,1,C,Canada
22,52588,4,6,B,Canada
24,90819,7,1,A,Mexico
22,53637,9,8,C,Argentina
61,57517,13,2,C,Argentina
30,90043,6,8,C,Urugay
23,58692,4,2,B,Peru
39,63949,9,9,A,Mexico
41,36947,5,5,C,Argentina
35,31217,10,5,C,Peru
29,26790,11,1,C,Mexico
63,42403,1,3,C,Estados Unidos
43,71079,2,8,C,Mexico
50,47257,12,2,A,Canada
35,55747,1,6,C,Argentina
37,51938,14,6,A,Argentina
53,41434,11,8,B,Peru
47,40435,6,6,A,Canada
32,82806,14,5,B,Estados Unidos
52,45402,5,2,C,Peru
48,97512,10,9,B,Mexico
44,57447,13,7,C,Argentina
21,95869,13,7,B,Peru
41,80444,4,8,A,Argentina
29,91326,14,5,A,Estados Unidos
39,40009,4,5,C,Canada
43,68038,13,2,B,Canada
42,44823,8,2,C,Estados Unidos
25,72423,3,5,A,Argentina
29,50400,8,4,B,Estados Unidos
59,31276,13,1,B,Canada
61,85502,2,4,A,Argentina
59,52422,4,7,B,Estados Unidos
36,83201,14,1,B,Estados Unidos
28,75883,1,1,C,Estados Unidos
28,33981,7,5,A,Urugay
62,91923,2,1,C,Argentina
32,63141,4,5,A,Mexico
47,50670,9,8,A,Argentina
22,29816,6,7,B,Canada
60,94832,11,9,C,Canada
41,36039,7,1,A,Argentina
40,84578,3,8,A,Canada
37,67191,1,4,C,Estados Unidos
26,50666,14,2,B,Urugay
46,25016,8,6,C,Peru
63,66301,4,9,B,Argentina
22,56116,5,8,A,Mexico
27,68734,6,6,B,Peru
35,78927,2,7,C,Argentina
61,81675,6,3,C,Estados Unidos
48,65245,9,6,A,Peru
24,59609,9,7,C,Argentina
43,52086,13,6,A,Canada
31,66340,9,8,C,Argentina
42,26659,6,5,A,Mexico
40,33195,2,8,B,Argentina
30,73380,10,8,A,Mexico
29,93228,8,1,B,Urugay
59,32985,10,6,B,Canada
39,75091,4,6,A,Peru
37,88072,1,9,C,Peru
55,78183,9,2,C,Canada
39,75926,12,1,A,Peru
39,40856,14,3,B,Canada
31,65795,6,1,C,Canada
28,79659,11,4,C,Estados Unidos
59,49885,3,6,A,Peru
56,96859,10,2,B,Canada
44,31593,14,7,A,Argentina
60,73417,6,3,C,Canada
24,44228,12,3,B,Mexico
44,56304,3,8,A,Argentina
62,54830,1,6,B,Peru
42,78376,11,5,C,Estados Unidos
32,56659,11,3,B,Peru
42,95561,10,8,B,Peru
63,58237,5,6,C,Argentina
45,41338,14,1,A,Peru
21,41459,13,2,C,Urugay
49,65761,6,7,B,Canada
59,63852,5,2,C,Urugay
39,65498,9,1,A,Mexico
64,46870,9,1,B,Mexico
33,40431,13,6,A,Peru
25,50072,2,2,C,Peru
30,78561,2,5,B,Canada
44,42017,12,6,C,Mexico
26,77550,7,3,A,Estados Unidos
56,73089,12,3,A,Peru
21,96042,5,4,B,Urugay
22,53472,5,3,C,Mexico
60,43836,11,3,A,Mexico
64,97977,13,9,C,Urugay
60,66014,8,2,A,Mexico
26,82791,8,4,B,Argentina
32,81932,2,5,C,Urugay
32,58990,13,9,B,Estados Unidos
38,40819,6,9,A,Urugay
21,91557,4,6,B,Mexico
42,88338,6,9,A,Urugay
57,31057,9,6,C,Estados Unidos
57,76970,10,6,A,Mexico
38,83553,9,4,C,Mexico
31,78458,9,1,A,Canada
30,55179,8,2,A,Estados Unidos
26,29398,14,6,B,Urugay
51,84805,13,7,B,Estados Unidos
23,61032,14,3,B,Estados Unidos
48,85985,13,2,A,Urugay
27,44647,14,7,B,Mexico
23,56731,14,2,B,Estados Unidos
35,30084,12,3,C,Mexico
59,69229,4,2,C,Argentina
60,40567,8,7,B,Peru
34,88453,5,1,B,Urugay
48,65311,9,5,C,Canada
29,45213,3,9,B,Peru
56,88860,13,1,C,Canada
24,48470,9,4,A,Canada
30,36650,10,7,A,Estados Unidos
37,94542,7,2,A,Estados Unidos
27,92235,10,5,B,Peru
59,49867,5,7,B,Argentina
56,88928,1,2,A,Mexico
29,94341,6,5,B,Estados Unidos
40,29513,5,2,C,Canada
43,48035,8,1,C,Canada
21,65552,4,7,A,Argentina
40,37411,14,4,C,Canada
54,46863,11,5,A,Canada
33,79516,5,7,A,Peru
26,91709,14,5,A,Canada
63,56392,7,8,C,Urugay
32,39593,3,4,C,Argentina
43,75291,13,6,A,Argentina
59,40441,14,8,C,Urugay
23,73593,11,4,C,Canada
56,38533,1,9,A,Urugay
56,87472,14,5,C,Argentina
38,42163,11,1,A,Canada
41,54089,7,8,C,Peru
21,69942,5,5,C,Mexico
35,89824,8,4,C,Mexico
27,97016,8,3,C,Mexico
32,96805,12,9,C,Estados Unidos
43,41078,9,3,A,Urugay
61,51696,11,8,C,Urugay
55,39559,3,6,C,Urugay
57,44692,13,5,A,Peru
63,66330,8,5,A,Peru
31,77728,1,5,A,Estados Unidos
51,92769,6,8,C,Peru
38,30819,11,5,A,Urugay
22,98019,6,6,B,Mexico
56,60551,2,4,B,Urugay
60,89461,6,2,B,Mexico
22,82754,9,5,A,Argentina
52,75363,7,4,B,Urugay
47,32180,13,1,B,Peru
26,56253,11,7,B,Mexico
42,32704,2,6,A,Urugay
25,52809,11,7,B,Peru
35,51194,12,3,B,Mexico
50,93899,11,5,B,Peru
56,93643,6,2,C,Argentina
27,77902,12,5,B,Estados Unidos
30,36113,3,2,A,Peru
57,95384,8,5,A,Peru
38,27980,13,4,A,Peru
46,98774,6,1,A,Peru
64,28275,9,2,B,Urugay
56,76631,10,9,B,Mexico
22,78093,4,4,C,Mexico
41,92837,11,6,A,Urugay
59,89354,9,2,B,Canada
63,62469,13,1,C,Peru
34,80744,8,1,C,Urugay
30,32378,4,8,C,Estados Unidos
55,97028,13,1,C,Canada
30,77602,13,5,C,Argentina
32,65122,14,6,C,Estados Unidos
48,60187,5,4,A,Peru
32,27674,1,6,A,Canada
45,91031,3,5,C,Peru
54,25686,4,2,A,Urugay
24,40816,9,5,B,Canada
24,49900,3,1,C,Peru
21,62198,9,4,A,Peru
58,88338,8,2,C,Canada
42,35503,4,8,B,Peru
64,35502,5,9,A,Canada
39,65024,12,1,A,Mexico
48,78231,12,4,C,Mexico
43,70427,14,2,C,Argentina
26,79030,7,6,C,Estados Unidos
22,65651,2,1,A,Argentina
44,38714,13,8,A,Urugay
43,28793,2,7,C,Peru
51,47934,12,7,B,Canada
48,71298,10,2,B,Peru
42,57114,7,7,C,Argentina
43,93528,11,5,A,Canada
61,85638,14,9,B,Mexico
32,59115,9,5,C,Canada
45,37883,9,9,B,Canada
21,98684,3,6,C,Mexico
41,71588,9,6,C,Canada
54,45090,7,2,C,Peru
22,80966,13,4,A,Mexico
41,80440,1,5,C,Peru
62,71856,3,2,B,Peru
46,69118,11,3,C,Mexico
61,73229,10,4,B,Canada
55,89808,11,6,C,Argentina
47,31906,1,9,B,Canada
52,41252,3,4,C,Peru
51,78401,5,4,B,Argentina
36,76962,14,8,A,Estados Unidos
51,75019,14,3,B,Urugay
58,67951,10,7,B,Urugay
34,37165,8,5,C,Peru
22,69916,4,8,B,Peru
57,43594,13,8,C,Argentina
47,64726,10,3,C,Mexico
34,81683,5,3,A,Mexico
51,39166,8,4,A,Mexico
51,56965,14,1,B,Argentina
36,26343,9,8,C,Argentina
23,25251,11,1,C,Canada
52,66686,13,1,B,Canada
60,36997,13,7,B,Peru
27,88206,12,2,A,Argentina
35,29470,1,2,A,Estados Unidos
37,72216,2,3,B,Urugay
40,70268,14,7,B,Mexico
54,92134,4,7,C,Argentina
53,27428,2,1,C,Peru
55,56986,8,9,A,Urugay
62,54710,1,5,C,Peru
47,45909,10,3,A,Canada
42,37062,1,3,C,Estados Unidos
28,60987,11,6,B,Mexico
30,87683,8,1,B,Urugay
25,36988,7,4,A,Estados Unidos
62,73942,11,6,A,Peru
44,79337,4,6,B,Mexico
59,53760,13,3,C,Peru
40,94068,3,4,A,Mexico
57,32402,10,5,C,Urugay
39,81532,11,2,A,Canada
43,61493,9,3,B,Peru
62,92503,14,7,A,Argentina
41,32774,12,7,A,Mexico
39,84530,1,3,B,Urugay
37,82074,7,8,C,Peru
32,25517,12,3,B,Argentina
39,26079,7,8,A,Mexico
60,62297,4,4,B,Peru
26,60889,10,8,B,Argentina
22,35568,11,9,B,Urugay
49,46035,7,3,B,Mexico
46,98804,7,1,A,Mexico
44,76540,10,8,B,Mexico
38,96636,10,2,A,Estados Unidos
32,37236,10,9,C,Urugay
62,43214,4,6,A,Peru
33,42066,10,9,C,Argentina
60,36075,10,2,B,Urugay
38,29459,11,2,C,Argentina
22,92337,7,1,C,Argentina
46,58278,5,3,C,Mexico
35,77767,11,5,C,Argentina
45,62697,3,8,C,Peru
59,51708,12,8,C,Argentina
49,62957,3,7,B,Estados Unidos
35,56078,7,1,C,Canada
22,82340,1,4,B,Peru
30,52920,1,8,A,Estados Unidos
29,77229,6,2,C,Argentina
59,76155,8,9,B,Estados Unidos
27,71324,13,1,A,Urugay
23,26914,8,1,C,Canada
44,72832,12,4,C,Urugay
42,38336,2,3,C,Mexico
24,35994,3,1,A,Argentina
56,43284,1,3,B,Canada
24,78263,2,5,C,Peru
40,33008,3,6,A,Argentina
60,83537,12,1,B,Mexico
45,54078,8,5,A,Mexico
21,40897,1,2,C,Estados Unidos
32,45717,4,3,B,Argentina
47,91448,11,3,B,Canada
47,55927,9,5,A,Peru
54,57671,9,5,A,Argentina
43,37051,4,7,C,Canada
33,79426,14,3,B,Peru
61,71487,9,4,A,Mexico
42,53329,9,4,C,Urugay
60,73343,10,5,A,Argentina
47,41101,6,3,B,Argentina
39,34856,9,7,A,Estados Unidos
23,55053,5,7,B,Urugay
29,82542,11,6,B,Mexico
45,66919,1,2,B,Canada
35,76633,12,2,A,Mexico
56,69282,14,1,C,Mexico
47,68018,10,3,A,Peru
29,53947,10,1,B,Peru
58,65457,8,9,B,Urugay
46,72449,14,7,A,Argentina
61,69661,4,6,C,Estados Unidos
38,68970,13,2,A,Argentina
25,96600,12,9,B,Mexico
31,27675,5,5,A,Canada
51,91866,8,3,A,Mexico
39,40920,4,3,B,Urugay
24,43582,5,1,A,Urugay
20,93253,2,2,B,Estados Unidos
41,86317,2,7,B,Canada
33,49827,3,4,C,Canada
64,89184,2,2,B,Peru
37,37366,10,9,A,Mexico
54,33968,11,5,A,Canada
64,32567,5,9,B,Mexico
22,92850,12,5,A,Peru
37,69007,6,6,C,Urugay
64,53359,9,2,C,Urugay
56,45147,13,5,C,Mexico
28,37721,8,6,C,Urugay
38,62021,11,9,C,Argentina
21,43991,14,7,C,Argentina
53,87717,3,4,B,Canada
32,55160,2,4,C,Canada
64,68102,2,9,A,Estados Unidos
42,29424,11,6,C,Estados Unidos
20,45960,4,9,B,Mexico
40,41654,5,3,B,Peru
54,88442,12,6,C,Mexico
54,68311,10,9,B,Estados Unidos
41,54293,6,9,B,Urugay
24,91045,2,6,A,Peru
21,84127,7,3,A,Estados Unidos
22,95302,2,9,A,Peru
58,70079,3,8,C,Urugay
32,66698,1,2,B,Mexico
40,27962,14,8,B,Urugay
54,37901,12,9,C,Mexico
29,48651,9,9,A,Peru
37,86364,1,2,C,Canada
61,66475,9,7,B,Estados Unidos
48,55128,5,7,B,Argentina
31,27559,11,1,B,Argentina
42,41018,5,5,B,Peru
21,55219,13,7,A,Urugay
43,46138,11,8,A,Mexico
22,25923,2,6,A,Argentina
50,46642,4,3,A,Peru
21,48381,4,4,B,Urugay
51,31840,4,5,B,Peru
43,92199,6,1,B,Canada
53,78615,14,8,C,Mexico
26,58247,12,7,A,Canada
49,71394,9,8,C,Peru
32,55668,13,2,B,Peru
29,70938,14,8,C,Mexico
51,61237,11,6,C,Mexico
38,84789,4,1,B,Argentina
28,99698,1,6,B,Peru
34,47522,2,6,B,Estados Unidos
61,43791,12,1,B,Argentina
33,73639,5,3,C,Canada
42,43562,5,9,B,Canada
21,54408,9,7,B,Urugay
43,33494,1,8,A,Estados Unidos
60,93875,11,1,A,Argentina
37,96235,8,4,B,Canada
32,60983,6,4,B,Peru
60,65338,11,5,A,Estados Unidos
22,75473,2,7,C,Canada
26,52807,9,1,B,Urugay
25,37610,12,3,C,Urugay
42,99730,3,6,A,Canada
40,88122,5,9,B,Argentina
50,59335,14,3,A,Argentina
20,46660,3,8,A,Argentina
51,42515,5,1,A,Mexico
64,57475,8,5,B,Urugay
40,46605,7,9,C,Estados Unidos
32,41474,5,4,A,Urugay
46,39616,11,5,B,Urugay
21,83203,11,5,C,Estados Unidos
64,60550,5,1,A,Peru
38,33288,10,2,A,Urugay
60,69936,4,3,A,Canada
22,67844,1,4,B,Canada
26,50244,5,5,A,Estados Unidos
40,39613,8,8,C,Estados Unidos
48,97105,7,5,C,Peru
30,94585,9,2,C,Urugay
51,72732,8,4,B,Urugay
41,69612,13,3,C,Peru
21,78316,7,6,B,Estados Unidos
35,34838,7,5,A,Urugay
44,60444,2,9,B,Peru
21,25780,13,9,B,Canada
57,95665,9,3,B,Urugay
36,93261,8,3,C,Mexico
64,97114,3,4,A,Argentina
58,79557,1,6,A,Mexico
44,92189,13,1,A,Estados Unidos
20,68307,8,8,C,Argentina
56,70502,4,8,A,Canada
46,56767,5,8,B,Peru
42,45065,6,4,A,Canada
36,92096,9,1,B,Estados Unidos
22,57180,7,4,C,Urugay
44,82035,10,3,B,Peru
28,38766,5,8,B,Argentina
45,74405,7,1,B,Urugay
31,49403,13,1,B,Urugay
20,44330,9,6,B,Peru
63,71877,7,7,C,Canada
38,43988,5,5,C,Argentina
51,46216,10,1,A,Estados Unidos
37,86436,3,8,A,Urugay
59,67335,7,6,A,Estados Unidos
45,91393,5,7,A,Estados Unidos
37,84717,5,6,A,Mexico
63,28646,6,4,A,Canada
34,30213,4,8,B,Canada
61,60275,3,9,A,Mexico
43,75895,10,2,A,Urugay
33,60347,12,9,A,Estados Unidos
27,47441,13,8,A,Urugay
54,57302,13,9,C,Canada
21,96781,12,2,C,Argentina
23,31457,4,8,A,Canada
32,82108,5,3,C,Argentina
34,64749,4,7,B,Canada
56,83104,9,9,B,Peru
34,50066,12,4,B,Mexico
39,50749,3,4,C,Urugay
39,90136,11,5,C,Argentina
44,83118,7,1,B,Peru
31,76997,14,6,A,Urugay
22,82628,4,1,A,Canada
24,44382,14,6,B,Urugay
34,66449,10,4,B,Mexico
26,95606,4,3,A,Argentina
52,99000,11,3,C,Estados Unidos
37,60920,13,1,C,Argentina
57,99187,6,8,C,Estados Unidos
23,48426,3,9,C,Urugay
34,59958,11,8,A,Argentina
28,89870,9,8,C,Argentina
35,61104,13,4,B,Estados Unidos
22,71003,4,9,A,Argentina
28,83528,8,5,A,Canada
51,55290,11,6,C,Estados Unidos
60,50594,14,3,B,Estados Unidos
52,29642,13,3,C,Argentina
43,35366,12,6,C,Urugay
58,56372,6,7,B,Urugay
45,35349,14,6,B,Estados Unidos
25,90801,14,9,A,Urugay
61,44848,6,1,C,Canada
28,80933,14,2,C,Mexico
23,66376,6,2,B,Canada
30,37036,12,3,C,Estados Unidos
46,39904,5,6,B,Peru
